Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/cin/create/350,515,3,44,1018.0603515825496,12.580715998410597,12942.562354000984,3.0640776699029124,0.0714998999685158,0.0004165042716612571,44,73,480,1200,4200,6200,9700,11000,13000,13000,13000
POST,/cin/create/351,528,1,44,1156.1934527974233,13.598968998849159,30419.01215299913,3.034090909090909,0.07330475181238126,0.00013883475722041905,44,78,520,1200,3900,7600,11000,13000,30000,30000,30000
POST,/cin/create/352,575,0,43,1054.848983527005,15.276297001037165,12744.917275000262,3.0,0.07982998540174095,0.0,43,64,410,1200,3900,6800,11000,11000,13000,13000,13000
POST,/cin/create/353,515,1,45,1154.753849833014,14.919174000169733,13180.802876000598,3.0349514563106794,0.0714998999685158,0.00013883475722041905,45,84,810,1300,4100,7600,10000,12000,13000,13000,13000
POST,/cin/create/354,487,2,44,1091.0050584785179,10.467218000485445,14031.513845000518,3.0739219712525667,0.06761252676634408,0.0002776695144408381,44,97,810,1600,3900,6100,9300,13000,14000,14000,14000
POST,/cin/create/355,521,2,43,795.8197067869703,13.806442000714014,12749.906724999164,3.0287907869481767,0.07233290851183832,0.0002776695144408381,43,60,360,710,2700,5200,7900,9400,13000,13000,13000
POST,/cin/create/356,556,2,42,1002.1325365305773,9.681827999884263,36112.79506699975,3.026978417266187,0.07719212501455298,0.0002776695144408381,42,63,320,920,3200,6100,11000,11000,36000,36000,36000
POST,/cin/create/357,584,0,44,920.711678621647,15.706079999290523,14691.362453000693,3.0,0.08107949821672472,0.0,44,65,530,1100,3200,5300,8900,11000,15000,15000,15000
POST,/cin/create/358,514,4,45,1128.6795217256777,10.346762999688508,12792.866635998507,3.140077821011673,0.07136106521129539,0.0005553390288816762,45,87,570,1100,4200,8000,10000,12000,13000,13000,13000
POST,/cin/create/359,555,1,44,1096.9906853873642,8.370779998585931,15343.70490800029,3.0324324324324325,0.07705329025733257,0.00013883475722041905,44,95,700,1300,4400,6800,9400,11000,15000,15000,15000
POST,/cin/create/36,559,3,43,892.179556205715,13.557804999436485,39836.38957999938,3.0590339892665472,0.07760862928621425,0.0004165042716612571,43,67,370,810,2300,4700,8000,11000,40000,40000,40000
POST,/cin/create/360,579,4,43,969.3776169723446,10.236305000944412,13269.527053000274,3.088082901554404,0.08038532443062263,0.0005553390288816762,43,58,490,1100,3500,6600,8700,10000,13000,13000,13000
POST,/cin/create/361,507,1,44,996.6928345167374,13.374196998483967,12864.388403000703,2.9940828402366866,0.07038922191075246,0.00013883475722041905,44,71,670,1100,3600,6200,9700,11000,13000,13000,13000
POST,/cin/create/362,508,2,43,1110.8973090590305,12.415188999511884,12926.307396999619,3.0708661417322833,0.07052805666797288,0.0002776695144408381,43,72,740,1500,4400,6800,9800,12000,13000,13000,13000
POST,/cin/create/363,493,3,43,919.9307302839876,11.426393000874668,30337.33053799915,3.109533468559838,0.06844553530966659,0.0004165042716612571,43,59,290,600,3100,6900,8500,11000,30000,30000,30000
POST,/cin/create/364,513,6,44,1210.8851890994092,10.875591999138123,14931.071831000736,3.1481481481481484,0.07122223045407497,0.0008330085433225142,44,78,810,1400,4900,8100,10000,12000,15000,15000,15000
POST,/cin/create/365,524,5,44,1077.7272681794325,5.926047999309958,14003.451575999861,3.131679389312977,0.07274941278349958,0.0006941737861020952,44,110,560,1000,3700,7200,10000,12000,14000,14000,14000
POST,/cin/create/366,505,6,46,1027.0772702375973,10.383679000369739,36033.81406799963,3.1722772277227724,0.07011155239631162,0.0008330085433225142,46,120,660,1200,3300,6400,8900,12000,36000,36000,36000
POST,/cin/create/367,539,2,44,983.7499545009464,14.762345999770332,12959.594253999967,3.027829313543599,0.07483193414180586,0.0002776695144408381,44,69,500,940,3700,6100,9200,10000,13000,13000,13000
POST,/cin/create/368,531,2,44,964.6234170075238,11.417904001064016,13896.76120600052,3.0677966101694913,0.07372125608404251,0.0002776695144408381,44,65,340,960,3300,6700,10000,12000,14000,14000,14000
POST,/cin/create/369,536,0,45,867.204001751853,14.947813000617316,12272.983520000707,3.0,0.0744154298701446,0.0,45,82,530,900,2700,5900,8400,9900,12000,12000,12000
POST,/cin/create/37,506,2,44,863.1352112134709,10.356098999181995,13032.246700999167,3.0296442687747036,0.07025038715353203,0.0002776695144408381,44,80,600,1000,3200,5200,8100,8800,13000,13000,13000
POST,/cin/create/370,543,1,44,864.2554688195087,13.732319999689935,12750.221869000598,3.0331491712707184,0.07538727317068754,0.00013883475722041905,44,82,440,880,3100,5600,8000,9700,13000,13000,13000
POST,/cin/create/371,528,5,46,994.3208489829783,9.874322999166907,13005.463611998493,3.149621212121212,0.07330475181238126,0.0006941737861020952,46,83,480,830,3800,5900,11000,12000,13000,13000,13000
POST,/cin/create/372,508,5,46,1086.0999466909582,6.336573000226053,39780.15182700074,3.1358267716535435,0.07052805666797288,0.0006941737861020952,46,130,600,1200,3400,7200,9500,10000,40000,40000,40000
POST,/cin/create/373,488,1,44,1095.690686006037,14.494171999103855,13091.060130000187,2.9938524590163933,0.0677513615235645,0.00013883475722041905,44,62,380,1000,4200,7600,10000,12000,13000,13000,13000
POST,/cin/create/374,545,3,44,986.3904022091627,11.435258998972131,16905.94480800064,3.0605504587155963,0.07566494268512838,0.0004165042716612571,44,76,470,1000,3100,6200,9900,11000,17000,17000,17000
POST,/cin/create/375,568,2,46,1181.587112369624,15.034316998935537,39802.18985300053,3.063380281690141,0.07885814210119801,0.0002776695144408381,46,76,760,1200,4400,6900,9400,12000,40000,40000,40000
POST,/cin/create/376,507,2,45,1034.831612017741,7.177750001574168,12824.432863999391,3.029585798816568,0.07038922191075246,0.0002776695144408381,45,100,580,1200,3800,6500,9800,11000,13000,13000,13000
POST,/cin/create/377,491,2,43,1042.3484364663825,6.743365998772788,30266.729824999857,3.0733197556008145,0.06816786579522575,0.0002776695144408381,43,72,530,880,3700,7100,9800,11000,30000,30000,30000
POST,/cin/create/378,492,2,43,1017.4900202804644,13.772723999863956,13575.106243000846,3.0304878048780486,0.06830670055244617,0.0002776695144408381,43,68,440,930,3300,6900,10000,11000,14000,14000,14000
POST,/cin/create/379,531,2,43,937.6241762391459,11.516201999256737,12740.486205999332,3.0677966101694913,0.07372125608404251,0.0002776695144408381,43,65,470,810,3100,7100,9300,10000,13000,13000,13000
POST,/cin/create/38,517,5,43,925.6974225454342,5.546108999624266,11849.020329998893,3.0522243713733075,0.07177756948295665,0.0006941737861020952,43,61,560,1000,3400,5700,9000,10000,12000,12000,12000
POST,/cin/create/380,521,1,45,990.1213850364678,14.810358001341228,12204.898039999534,3.034548944337812,0.07233290851183832,0.00013883475722041905,45,130,750,1400,3800,5200,8600,9800,12000,12000,12000
POST,/cin/create/381,528,2,42,975.6368019450324,10.453676999532036,14136.121543000627,3.0681818181818183,0.07330475181238126,0.0002776695144408381,42,57,350,980,3500,6700,9100,11000,14000,14000,14000
POST,/cin/create/382,546,4,47,1192.2961335128361,1.3485870003933087,12772.221707000426,3.0934065934065935,0.0758037774423488,0.0005553390288816762,47,270,980,1800,4500,6700,9500,10000,13000,13000,13000
POST,/cin/create/383,529,3,44,968.0063284007,11.112096000942984,12839.221358000941,3.1209829867674856,0.07344358656960168,0.0004165042716612571,44,66,550,1000,3700,6500,9100,10000,13000,13000,13000
POST,/cin/create/384,545,4,43,951.3781501853606,13.167608998628566,16135.79036199917,3.01651376146789,0.07566494268512838,0.0005553390288816762,43,59,220,670,3700,6100,9100,11000,16000,16000,16000
POST,/cin/create/385,500,2,45,1032.9452947879906,12.348612001005677,13900.018681999427,3.03,0.06941737861020952,0.0002776695144408381,45,99,750,1200,3800,6100,9000,9300,14000,14000,14000
POST,/cin/create/386,530,4,44,992.6353067452388,7.964573000208475,12697.651615000723,3.0754716981132075,0.07358242132682209,0.0005553390288816762,44,63,410,930,4200,6400,9100,11000,13000,13000,13000
POST,/cin/create/387,522,2,43,982.7739411781398,14.466118000200368,15663.845846000186,3.028735632183908,0.07247174326905874,0.0002776695144408381,43,74,370,1000,3300,6800,9800,12000,16000,16000,16000
POST,/cin/create/388,575,4,43,893.2663806574122,8.99807600035274,12667.216047999318,3.088695652173913,0.07982998540174095,0.0005553390288816762,43,70,490,1000,3000,5500,7600,10000,13000,13000,13000
POST,/cin/create/389,559,1,46,1152.7152603648976,13.235037000413286,17518.944237999676,2.994633273703041,0.07760862928621425,0.00013883475722041905,46,200,860,1400,3800,7700,11000,13000,18000,18000,18000
POST,/cin/create/39,526,3,42,857.4727599277994,12.751132999255788,11923.807588000273,3.0228136882129277,0.07302708229794042,0.0004165042716612571,43,59,360,650,2700,6000,8800,10000,12000,12000,12000
POST,/cin/create/390,543,2,43,775.934662810395,11.004955998942023,31453.90788700024,3.0662983425414363,0.07538727317068754,0.0002776695144408381,43,60,260,640,2200,4600,7200,9800,31000,31000,31000
POST,/cin/create/391,540,3,44,1084.3119252777879,11.237114000323345,13138.756811000349,3.0796296296296295,0.07497076889902628,0.0004165042716612571,44,130,740,1400,3600,7500,10000,11000,13000,13000,13000
POST,/cin/create/392,555,4,45,964.1640113477368,10.68734400178073,15025.818793001235,3.091891891891892,0.07705329025733257,0.0005553390288816762,45,86,570,1100,3200,6000,8700,10000,15000,15000,15000
POST,/cin/create/393,532,5,42,790.4688937838538,10.51170800019463,39314.38664000052,3.1296992481203008,0.07386009084126294,0.0006941737861020952,42,57,270,610,2100,4800,8600,11000,39000,39000,39000
POST,/cin/create/394,545,3,43,818.8135330751963,9.241649999239598,12666.278357999545,3.0605504587155963,0.07566494268512838,0.0004165042716612571,43,77,360,830,2700,5700,7800,9200,13000,13000,13000
POST,/cin/create/395,525,4,44,1166.750689906701,11.36400000177673,30324.452294000366,3.097142857142857,0.07288824754072,0.0005553390288816762,44,75,490,1400,4200,6700,11000,13000,30000,30000,30000
POST,/cin/create/396,521,1,44,1011.9221489366772,14.705071000207681,30469.974953999554,2.9942418426103647,0.07233290851183832,0.00013883475722041905,44,84,420,960,3100,6800,9500,11000,30000,30000,30000
POST,/cin/create/397,486,3,45,976.6137107962685,7.7045540001563495,16159.174536000137,3.111111111111111,0.06747369200912365,0.0004165042716612571,45,74,400,1000,3300,6000,9400,12000,16000,16000,16000
POST,/cin/create/398,543,3,44,987.058200832412,13.67650800057163,12535.828496998874,3.0976058931860035,0.07538727317068754,0.0004165042716612571,44,89,680,1300,4100,6000,8700,9600,13000,13000,13000
POST,/cin/create/399,506,3,43,979.0447451877935,10.064345000500907,13768.790682001054,3.1067193675889326,0.07025038715353203,0.0004165042716612571,43,62,350,980,3600,6300,9200,12000,14000,14000,14000
POST,/cin/create/4,519,2,44,1089.7623695144339,15.391188999274164,12970.345595000254,3.0886319845857417,0.07205523899739748,0.0002776695144408381,44,70,460,1200,3900,7300,9800,11000,13000,13000,13000
POST,/cin/create/40,498,4,44,1132.4049387027271,6.873065000036149,13480.698531999224,3.102409638554217,0.06913970909576868,0.0005553390288816762,44,94,730,1500,4200,7500,9600,11000,13000,13000,13000
POST,/cin/create/400,526,4,46,1030.9766077281386,1.714908999929321,14987.241350998374,3.076045627376426,0.07302708229794042,0.0005553390288816762,47,100,650,1200,3900,6900,9800,11000,15000,15000,15000
POST,/cin/create/401,486,3,43,1189.5655300123617,10.100962999786134,36521.48327000032,3.1316872427983538,0.06747369200912365,0.0004165042716612571,43,66,410,980,4200,8700,11000,12000,37000,37000,37000
POST,/cin/create/402,536,4,42,847.5525448264906,14.344715000333963,36043.343502000425,3.1343283582089554,0.0744154298701446,0.0005553390288816762,43,55,200,490,2200,6100,9000,11000,36000,36000,36000
POST,/cin/create/403,513,1,43,1016.0115245867829,15.611615999659989,14021.870290000152,2.9941520467836256,0.07122223045407497,0.00013883475722041905,43,74,570,990,3500,6600,9500,11000,14000,14000,14000
POST,/cin/create/404,544,1,45,859.936060665453,13.435037000817829,14006.700275000185,3.0330882352941178,0.07552610792790795,0.00013883475722041905,45,75,430,870,3100,5200,8700,11000,14000,14000,14000
POST,/cin/create/405,544,1,45,1069.3895429650413,5.43922900033067,13587.494172999868,2.994485294117647,0.07552610792790795,0.00013883475722041905,45,89,750,1300,4100,6500,10000,11000,14000,14000,14000
POST,/cin/create/406,522,2,43,913.8305172394375,10.51524800095649,14650.829766000243,3.028735632183908,0.07247174326905874,0.0002776695144408381,43,72,430,820,3200,6100,9100,11000,15000,15000,15000
POST,/cin/create/407,540,1,44,957.366655574036,13.829681998686283,12781.803975000003,2.9944444444444445,0.07497076889902628,0.00013883475722041905,44,98,690,1200,3300,6100,8700,10000,13000,13000,13000
POST,/cin/create/408,534,4,44,1067.9988993989145,6.700834999719518,12770.054068998434,3.056179775280899,0.07413776035570377,0.0005553390288816762,44,67,570,1400,4000,6900,9200,12000,13000,13000,13000
POST,/cin/create/409,517,0,44,1004.7899716324936,13.759281000602641,16877.801624999847,3.0,0.07177756948295665,0.0,44,75,550,1000,3200,7400,10000,12000,17000,17000,17000
POST,/cin/create/41,563,3,43,908.3572190479562,11.733131999790203,13217.264380000415,3.0763765541740673,0.07816396831509592,0.0004165042716612571,43,64,480,960,3300,5800,9700,10000,13000,13000,13000
POST,/cin/create/410,513,3,45,944.9101334463606,13.079152000500471,13097.826318999068,3.0838206627680314,0.07122223045407497,0.0004165042716612571,45,76,510,880,3200,6500,9200,11000,13000,13000,13000
POST,/cin/create/411,547,3,45,1178.0079047276392,12.500862998422235,14534.242764999362,3.060329067641682,0.07594261219956921,0.0004165042716612571,45,90,560,1400,3800,8000,12000,13000,15000,15000,15000
POST,/cin/create/412,496,2,46,982.7554053084654,13.74469000074896,12672.008710000227,3.030241935483871,0.06886203958132785,0.0002776695144408381,46,84,730,1200,3500,6100,9100,12000,13000,13000,13000
POST,/cin/create/413,583,4,43,904.2424682847841,10.369607000029646,14102.226144999804,3.123499142367067,0.0809406634595043,0.0005553390288816762,43,60,380,760,3000,6600,8800,9800,14000,14000,14000
POST,/cin/create/414,528,5,43,1006.2171965530354,11.733242999980575,13463.327247000052,3.090909090909091,0.07330475181238126,0.0006941737861020952,43,64,430,970,3500,6300,9700,12000,13000,13000,13000
POST,/cin/create/415,532,2,43,966.1198642443302,13.774005999948713,11735.251157000675,3.0281954887218046,0.07386009084126294,0.0002776695144408381,43,77,790,1200,3600,5600,8200,8900,12000,12000,12000
POST,/cin/create/416,518,1,45,1050.508607913096,14.160796999931335,15583.213615000204,3.054054054054054,0.07191640424017706,0.00013883475722041905,45,76,570,1100,3800,6900,9300,11000,16000,16000,16000
POST,/cin/create/417,531,6,46,1203.0821280847003,10.825258999830112,38799.10349599959,3.1638418079096047,0.07372125608404251,0.0008330085433225142,46,140,750,1300,3900,7200,11000,12000,39000,39000,39000
POST,/cin/create/418,571,3,43,956.9342816672638,12.099175999537692,13478.483803999552,3.021015761821366,0.07927464637285928,0.0004165042716612571,43,62,330,860,3400,6100,10000,12000,13000,13000,13000
POST,/cin/create/419,566,4,44,1050.672212402772,11.130434000733658,13906.0210380012,3.1448763250883394,0.07858047258675718,0.0005553390288816762,44,100,600,1200,3500,6600,11000,12000,14000,14000,14000
POST,/cin/create/42,531,3,43,1065.4000579981666,9.61784799983434,15559.217972000624,3.022598870056497,0.07372125608404251,0.0004165042716612571,43,62,320,950,3900,7300,10000,12000,16000,16000,16000
POST,/cin/create/420,563,2,43,831.6183335648209,12.793207999493461,12870.884353000292,3.063943161634103,0.07816396831509592,0.0002776695144408381,43,57,430,770,2800,5200,8200,12000,13000,13000,13000
POST,/cin/create/421,534,2,45,969.4665506629165,12.766869000188308,12494.835997000337,3.067415730337079,0.07413776035570377,0.0002776695144408381,45,160,720,1100,3500,6300,7600,10000,12000,12000,12000
POST,/cin/create/422,499,4,43,1006.1270501984187,10.030146999270073,13830.569076999382,3.1022044088176353,0.06927854385298911,0.0005553390288816762,43,77,480,1000,3900,7100,9200,9600,14000,14000,14000
POST,/cin/create/423,527,3,43,980.1739379469022,10.203534000538639,13791.14163200029,3.062618595825427,0.07316591705516083,0.0004165042716612571,43,74,440,850,3800,6500,9100,10000,14000,14000,14000
POST,/cin/create/424,547,7,46,1147.298868106051,9.92340700031491,35986.12460299955,3.1919561243144425,0.07594261219956921,0.0009718433005429333,46,180,940,1400,3800,6300,9600,12000,36000,36000,36000
POST,/cin/create/425,520,3,45,876.4359726749998,10.205118000158109,14219.8440760003,3.103846153846154,0.07219407375461791,0.0004165042716612571,45,69,420,920,2900,5900,9400,11000,14000,14000,14000
POST,/cin/create/426,587,4,43,955.2906805314939,1.298072000281536,13365.198784000313,3.0511073253833048,0.08149600248838598,0.0005553390288816762,43,63,500,1200,3600,5700,8500,10000,13000,13000,13000
POST,/cin/create/427,536,2,44,920.5766738470744,14.192770000590826,12861.4727819986,3.0279850746268657,0.0744154298701446,0.0002776695144408381,44,69,410,780,3800,6600,9100,9900,13000,13000,13000
POST,/cin/create/428,508,4,45,951.8457781378103,11.177402000612346,13018.492107001293,3.1003937007874014,0.07052805666797288,0.0005553390288816762,45,77,490,920,3800,5800,8700,9600,13000,13000,13000
POST,/cin/create/429,561,2,46,940.6588713814948,14.416201000130968,14952.164375999928,2.9893048128342246,0.07788629880065508,0.0002776695144408381,46,110,630,960,3200,5300,9000,12000,15000,15000,15000
POST,/cin/create/43,555,7,47,1071.8397138432542,5.974365998554276,14051.982979999593,3.1693693693693694,0.07705329025733257,0.0009718433005429333,47,89,660,1300,4100,6500,9500,12000,14000,14000,14000
POST,/cin/create/430,545,1,44,1087.6256556623846,13.062305999483215,13208.650294000108,3.0330275229357797,0.07566494268512838,0.00013883475722041905,44,81,490,1000,3800,7600,10000,12000,13000,13000,13000
POST,/cin/create/431,531,3,44,803.8965076083141,6.639748000452528,12843.184483999721,3.062146892655367,0.07372125608404251,0.0004165042716612571,44,70,390,730,2600,4400,9500,10000,13000,13000,13000
POST,/cin/create/432,539,5,45,1175.9525529147281,11.123628000859753,39436.51236699952,3.165120593692022,0.07483193414180586,0.0006941737861020952,45,110,630,1100,4200,7300,10000,12000,39000,39000,39000
POST,/cin/create/433,535,2,44,988.7372978990771,13.444934998915414,13223.362804999852,3.02803738317757,0.07427659511292418,0.0002776695144408381,44,78,550,1100,3600,6800,8900,9300,13000,13000,13000
POST,/cin/create/434,512,3,47,1017.1852988300857,12.1360379998805,12784.14710800098,3.0234375,0.07108339569685455,0.0004165042716612571,47,120,760,1400,3500,6000,8200,11000,13000,13000,13000
POST,/cin/create/435,529,3,44,1212.9913784234368,10.557438999967417,14093.446897999456,3.062381852551985,0.07344358656960168,0.0004165042716612571,44,81,980,1500,4700,7400,9800,11000,14000,14000,14000
POST,/cin/create/436,519,4,44,939.6124786493451,10.689331998946727,15452.737225999954,3.138728323699422,0.07205523899739748,0.0005553390288816762,44,75,570,990,3500,5900,9200,11000,15000,15000,15000
POST,/cin/create/437,539,0,44,1108.9015057124238,14.153142001305241,30800.467552000555,3.0,0.07483193414180586,0.0,44,69,600,1100,4100,7100,9500,11000,31000,31000,31000
POST,/cin/create/438,552,4,44,998.8314542716839,11.898767999809934,12699.024920000738,3.130434782608696,0.07663678598567131,0.0005553390288816762,44,80,640,1000,3800,5900,10000,11000,13000,13000,13000
POST,/cin/create/439,542,2,42,876.6211851882023,11.232795999603695,13186.776284001098,3.066420664206642,0.07524843841346712,0.0002776695144408381,42,53,190,570,3100,6300,9100,11000,13000,13000,13000
POST,/cin/create/44,505,0,47,1111.3903415940554,15.115881000383524,12861.007093999433,3.0,0.07011155239631162,0.0,47,130,680,1200,4300,7100,9600,12000,13000,13000,13000
POST,/cin/create/440,531,3,44,967.6177400414679,11.03773800059571,12865.651710999373,3.1016949152542375,0.07372125608404251,0.0004165042716612571,44,74,380,1100,3500,6500,9200,9600,13000,13000,13000
POST,/cin/create/441,503,2,44,948.8252632623722,8.790088999376167,12339.666187999683,3.0715705765407555,0.06983388288187078,0.0002776695144408381,44,90,590,1100,3400,5800,9200,11000,12000,12000,12000
POST,/cin/create/442,509,0,45,1196.020186838881,14.124829998763744,12228.763684001024,3.0,0.07066689142519329,0.0,45,290,980,1600,4500,7400,9300,10000,12000,12000,12000
POST,/cin/create/443,497,3,44,997.8730632615317,13.403281000137213,12719.440382999892,3.108651911468813,0.06900087433854826,0.0004165042716612571,44,73,430,940,4000,6500,9000,10000,13000,13000,13000
POST,/cin/create/444,503,4,45,885.8008882246546,12.81258900053217,15140.132981001443,3.143141153081511,0.06983388288187078,0.0005553390288816762,45,74,340,670,3200,5500,9000,9900,15000,15000,15000
POST,/cin/create/445,529,5,45,1090.793808107725,8.423303999734344,13338.35308199923,3.130434782608696,0.07344358656960168,0.0006941737861020952,45,100,720,1200,4400,6700,10000,12000,13000,13000,13000
POST,/cin/create/446,548,6,44,909.9500190529156,10.194212998612784,12811.72754399995,3.1204379562043796,0.07608144695678963,0.0008330085433225142,44,69,420,870,3000,5500,9300,12000,13000,13000,13000
POST,/cin/create/447,518,3,45,1093.4340300405138,10.174154000196722,13881.31637999868,3.063706563706564,0.07191640424017706,0.0004165042716612571,45,170,780,1400,3800,6700,9500,11000,14000,14000,14000
POST,/cin/create/448,494,0,44,1030.319179767204,14.095630000156234,13051.534035001168,3.0,0.068584370066887,0.0,44,73,540,1200,3700,6800,9500,11000,13000,13000,13000
POST,/cin/create/449,506,3,43,924.8261117075006,10.754937999081449,13731.224925000788,3.1264822134387353,0.07025038715353203,0.0004165042716612571,43,67,520,990,3300,6100,9100,10000,14000,14000,14000
POST,/cin/create/45,550,1,44,1078.460165952752,13.700823999897693,12794.98607700043,2.9945454545454546,0.07635911647123048,0.00013883475722041905,44,95,670,1200,4100,6800,10000,12000,13000,13000,13000
POST,/cin/create/450,537,3,45,1128.7708358081734,9.388151998791727,15109.66787399957,3.1191806331471135,0.07455426462736503,0.0004165042716612571,45,150,760,1300,4100,7000,11000,12000,15000,15000,15000
POST,/cin/create/46,513,3,45,1067.5917548128893,12.689870000031078,13006.960153999898,3.064327485380117,0.07122223045407497,0.0004165042716612571,45,95,570,1300,4400,6500,9800,12000,13000,13000,13000
POST,/cin/create/47,560,2,44,997.4214755714921,14.56559599864704,15622.110553000311,3.0642857142857145,0.07774746404343466,0.0002776695144408381,44,86,490,1000,3600,6000,10000,13000,16000,16000,16000
POST,/cin/create/48,540,1,43,1049.8853550963306,12.727825000183657,15207.226829999854,3.033333333333333,0.07497076889902628,0.00013883475722041905,43,62,430,1100,3700,7600,10000,12000,15000,15000,15000
POST,/cin/create/49,553,2,43,986.508941759433,10.952631999316509,39418.41013999874,3.065099457504521,0.07677562074289174,0.0002776695144408381,43,68,370,820,3500,6200,9000,12000,39000,39000,39000
POST,/cin/create/5,542,1,43,928.9948444759963,14.240381999115925,12721.824455000387,2.9944649446494465,0.07524843841346712,0.00013883475722041905,43,69,430,880,3200,5900,9500,11000,13000,13000,13000
POST,/cin/create/50,535,1,44,922.8329123682436,12.602115000845515,13852.25931000059,3.033644859813084,0.07427659511292418,0.00013883475722041905,44,72,460,990,2900,5900,9300,10000,14000,14000,14000
POST,/cin/create/51,511,2,43,986.5873040449827,13.940851000370458,12854.114155999923,3.0293542074363993,0.07094456093963412,0.0002776695144408381,43,60,310,750,3900,6800,9400,11000,13000,13000,13000
POST,/cin/create/52,520,3,45,877.6096462442268,11.0012139994069,13804.40639599874,3.123076923076923,0.07219407375461791,0.0004165042716612571,45,74,390,850,3400,5500,7900,9900,14000,14000,14000
POST,/cin/create/53,482,3,44,995.9632650124757,8.839965999868582,12753.036437999981,3.0684647302904566,0.06691835298024199,0.0004165042716612571,44,75,510,980,3600,6700,9000,9300,13000,13000,13000
POST,/cin/create/54,520,3,43,1061.141970123091,7.6232819992583245,12452.188267001475,3.103846153846154,0.07219407375461791,0.0004165042716612571,43,61,450,1100,4200,7000,11000,12000,12000,12000,12000
POST,/cin/create/55,564,2,44,920.1106478528991,9.76738999997906,11768.632348999745,3.0638297872340425,0.07830280307231634,0.0002776695144408381,44,65,500,960,4000,5800,8600,9200,12000,12000,12000
POST,/cin/create/56,550,2,45,1053.3772086472495,12.139304000811535,13417.113121999137,3.0654545454545454,0.07635911647123048,0.0002776695144408381,45,87,650,1100,3900,7200,9700,11000,13000,13000,13000
POST,/cin/create/57,525,3,44,1201.603861779054,7.8702099999645725,13487.81374399914,3.0628571428571427,0.07288824754072,0.0004165042716612571,44,83,700,1400,4900,8100,10000,12000,13000,13000,13000
POST,/cin/create/58,546,4,45,1098.5750520806062,15.473592000489589,12717.089388999739,3.0164835164835164,0.0758037774423488,0.0005553390288816762,45,70,570,1300,3800,7200,9800,11000,13000,13000,13000
POST,/cin/create/59,515,2,44,823.218825681561,10.141434000615845,12808.591001999957,3.029126213592233,0.0714998999685158,0.0002776695144408381,44,65,400,860,2800,5600,7300,9200,13000,13000,13000
POST,/cin/create/6,559,4,43,959.0282528622895,11.977030999332783,13219.74795100141,3.146690518783542,0.07760862928621425,0.0005553390288816762,43,65,450,930,3600,6000,9000,11000,13000,13000,13000
POST,/cin/create/60,533,3,43,1228.2146461069374,3.1686940001236508,39199.86124699972,3.0619136960600377,0.07399892559848335,0.0004165042716612571,43,86,690,1300,4300,8000,11000,12000,39000,39000,39000
POST,/cin/create/61,578,2,45,953.9465394411768,9.788929000933422,14150.67936000014,3.0622837370242215,0.08024648967340221,0.0002776695144408381,45,76,760,1300,3400,5800,7900,10000,14000,14000,14000
POST,/cin/create/62,537,3,43,778.6791679962743,14.530772001307923,13635.293706000084,3.022346368715084,0.07455426462736503,0.0004165042716612571,43,60,250,600,2400,4900,8600,10000,14000,14000,14000
POST,/cin/create/63,549,3,43,1197.2876348050816,15.286162999473163,39455.086521998965,3.060109289617486,0.07622028171401006,0.0004165042716612571,43,65,490,920,4200,7000,10000,12000,39000,39000,39000
POST,/cin/create/64,535,6,44,1072.830615912176,10.212334000243573,13455.393583999467,3.201869158878505,0.07427659511292418,0.0008330085433225142,44,80,520,1100,4000,7200,9500,12000,13000,13000,13000
POST,/cin/create/65,531,2,44,1072.7927897721408,10.392284999397816,30293.908908999583,3.0677966101694913,0.07372125608404251,0.0002776695144408381,44,73,600,1200,3900,6700,9300,11000,30000,30000,30000
POST,/cin/create/66,539,0,43,1021.9614960890186,13.473610000801273,39834.14019200063,3.0,0.07483193414180586,0.0,43,66,400,960,3500,6000,9700,12000,40000,40000,40000
POST,/cin/create/67,592,2,43,1008.5898367364792,13.098295999952825,13184.588838999844,3.060810810810811,0.08219017627448807,0.0002776695144408381,43,63,470,980,3700,6100,9500,12000,13000,13000,13000
POST,/cin/create/68,550,4,43,987.1837148909208,14.991643000030308,15095.710649999091,3.0727272727272728,0.07635911647123048,0.0005553390288816762,43,73,470,1100,3500,6500,8900,10000,15000,15000,15000
POST,/cin/create/69,525,2,45,923.601998125705,14.64818199929141,13396.51466199939,2.9885714285714284,0.07288824754072,0.0002776695144408381,45,87,640,1100,3500,6000,7900,9400,13000,13000,13000
POST,/cin/create/7,559,5,44,973.1346785098299,8.347799999683048,13374.859154999285,3.0483005366726297,0.07760862928621425,0.0006941737861020952,44,64,410,910,3800,5800,9600,12000,13000,13000,13000
POST,/cin/create/70,568,1,43,1018.1035939718274,15.72273500096344,12713.459544998841,3.0316901408450705,0.07885814210119801,0.00013883475722041905,43,74,520,990,3500,7000,9700,11000,13000,13000,13000
POST,/cin/create/71,529,1,45,1057.4175538241964,12.488619000578183,12961.14785699865,3.0340264650283553,0.07344358656960168,0.00013883475722041905,45,140,840,1200,3500,6300,9900,12000,13000,13000,13000
POST,/cin/create/72,532,5,42,961.2864763834641,14.644183000200428,13208.680969999477,3.1090225563909772,0.07386009084126294,0.0006941737861020952,42,64,360,910,3000,6400,9600,11000,13000,13000,13000
